scientificName,taxonRank,taxonomicStatus,namePublishedIn,taxonRemarks,acceptedNameUsage,parentNameUsage,taxonID,acceptedNameUsageID,parentNameUsageID,modified,modifiedBy,modifiedByID
Phymatodes C. Presl,genus,ambiguous synonym,"(1836) (p. p. min., quoad typum",NA,Dipteris Reinw.,Dipteridaceae (Diels) Seward & E. Dale,0cc435444858ef4c0a5eb1f0562366f3,ef68b3c208cae72e3c6223ce43208be2,9f13b08d4103d451861da70d7dd9fb54,NA,NA,NA
Gleicheniaceae (R. Br.) C. Presl,family,accepted,Reliq. Haenk. 1: 70 (1825),"7 genera, ca. 145 spp.",NA,Gleicheniales Schimp.,b75c78efb0e50e06f9d0a8bfa5732f96,NA,1d7bb32d2d1572c7196fc074cae67847,NA,NA,NA
Dicranopteridaceae Ching,family,synonym,"Acta Phytotax. Sin. 3: 94 (1954), nom. inval.",NA,Gleicheniaceae (R. Br.) C. Presl,Gleicheniales Schimp.,93c085b7d40f16495eff9b5a77fdbb7b,b75c78efb0e50e06f9d0a8bfa5732f96,1d7bb32d2d1572c7196fc074cae67847,NA,NA,NA
Gleicheneae R. Br.,family,synonym,Prodr. Fl. Nov. Holland. 160 (1810),NA,Gleicheniaceae (R. Br.) C. Presl,Gleicheniales Schimp.,eedfa54205f74f24a730c4fce21a2005,b75c78efb0e50e06f9d0a8bfa5732f96,1d7bb32d2d1572c7196fc074cae67847,NA,NA,NA
Gleicheniaceae subfamily Stromatopteridoidae Nakai,family,synonym,Bull. Natl. Sci. Mus. (Tokyo) 29: 32 (1950),NA,Gleicheniaceae (R. Br.) C. Presl,Gleicheniales Schimp.,5aa621553797600229f97fa501b599e7,b75c78efb0e50e06f9d0a8bfa5732f96,1d7bb32d2d1572c7196fc074cae67847,NA,NA,NA
Stromatopteridaceae (Nakai) Bierh.,family,synonym,Phytomorphology 18(2): 263 (1968),NA,Gleicheniaceae (R. Br.) C. Presl,Gleicheniales Schimp.,9d8ee00fd8e0885e22fa5b2bcfef196f,b75c78efb0e50e06f9d0a8bfa5732f96,1d7bb32d2d1572c7196fc074cae67847,NA,NA,NA
Stromatopteridoideae Nakai,family,synonym,Bull. Natl. Sci. Mus. (Tokyo) 29: 32 (1950),NA,Gleicheniaceae (R. Br.) C. Presl,Gleicheniales Schimp.,f9a74765f8c1f0705127db7a0dfe4ba6,b75c78efb0e50e06f9d0a8bfa5732f96,1d7bb32d2d1572c7196fc074cae67847,NA,NA,NA
Dicranopteris Bernh.,genus,accepted,"Schrad., Neu. J. Bot. 1(2): 38 (1805)","Distribution: Pantropical / austral, mostly Malesia",NA,Gleicheniaceae (R. Br.) C. Presl,d9f0eeb2a06bdf899430a41d5ee72b0a,NA,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Heteropterygium Diels,genus,synonym,"Engl. & Prantl, Nat. Pflanzenfam. 355 (1900)",NA,Dicranopteris Bernh.,Gleicheniaceae (R. Br.) C. Presl,90bbedeba225754f761c3af91e082274,d9f0eeb2a06bdf899430a41d5ee72b0a,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Hicriopteris C. Presl,genus,synonym,"Abh. Königl. Böhm. Ges. Wiss., ser. 5, 6: 26 (1851) (non Ching, nec Copel.)",NA,Dicranopteris Bernh.,Gleicheniaceae (R. Br.) C. Presl,a73b2b631d2ec556df34ea2bb606acd3,d9f0eeb2a06bdf899430a41d5ee72b0a,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Holopterygium Diels,genus,synonym,"Engl. & Prantl, Nat. Pflanzenfam. 1(4): 353 (1900)",NA,Dicranopteris Bernh.,Gleicheniaceae (R. Br.) C. Presl,dc9207fcd0c1095d417b81d30c264cd6,d9f0eeb2a06bdf899430a41d5ee72b0a,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Mertensia Willd.,genus,ambiguous synonym,"Kongl. Vetensk. Acad. Handl. 25: 163 (1804) (p. p., non Roth (1797) (Borag.))",NA,Dicranopteris Bernh.,Gleicheniaceae (R. Br.) C. Presl,1256e4e7be3c2d3d35f3ed4ef5e5c4eb,d9f0eeb2a06bdf899430a41d5ee72b0a,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Mesosorus Hassk.,genus,synonym,Fil. Jav. 1: 2 (1856),NA,Dicranopteris Bernh.,Gleicheniaceae (R. Br.) C. Presl,3f28f7293c4e4a72ebc86bfa3ae08502,d9f0eeb2a06bdf899430a41d5ee72b0a,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Diplopterygium (Diels) Nakai,genus,accepted,Bull. Natl. Sci. Mus. (Tokyo) 29: 47 (1950),"Distribution: SE-Asia, S-China, S-Japan to Queensland and Hawaii, 1 sp. tropical America",NA,Gleicheniaceae (R. Br.) C. Presl,e8ed1eb26fa8ec8adf97a5185411e00a,NA,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Hicriopteris Ching,genus,synonym,Sunyatsenia 5: 277 (1940) (non C. Presl),NA,Diplopterygium (Diels) Nakai,Gleicheniaceae (R. Br.) C. Presl,1cc2d06a939888daaa58706c8dc522e7,e8ed1eb26fa8ec8adf97a5185411e00a,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Gleichenella Ching,genus,accepted,Sunyatsenia 5: 276 (1940),Distribution: Trop. America. Valid genus fide Mickel (2004),NA,Gleicheniaceae (R. Br.) C. Presl,d3250edcc84d5f2c37a25606e10a214c,NA,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Acropterygium (Diels) Nakai,genus,synonym,Bull. Natl. Sci. Mus. Tokyo 29: 5 (1950),NA,Gleichenella Ching,Gleicheniaceae (R. Br.) C. Presl,d51f7365ae83a9ba681a928b8b59506f,d3250edcc84d5f2c37a25606e10a214c,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Gleichenia Sm.,genus,accepted,Mém. Acad. Turin 5: 419 (1793) s. str.,"Distribution: Paleotropical / austral, not in the New World",NA,Gleicheniaceae (R. Br.) C. Presl,42edf025d5e6054be1581a25e0a0f274,NA,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Calymella C. Presl,genus,synonym,Tent. Pterid. 48 (1836),NA,Gleichenia Sm.,Gleicheniaceae (R. Br.) C. Presl,bd4ea616235fcb836c83253be8e5ccf0,42edf025d5e6054be1581a25e0a0f274,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Gleicheniastrum C. Presl,genus,synonym,"Abh. Königl. Böhm. Ges. Wiss., Math.-Naturw. Cl. V, 5: 338 (1848)",NA,Gleichenia Sm.,Gleicheniaceae (R. Br.) C. Presl,74669ee3066d9119da7c1aab5efe9512,42edf025d5e6054be1581a25e0a0f274,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Rouxopteris Hong M. Liu,genus,accepted,"Pl. Syst. Evol. 306(2, 30): 9 (2020)","Distribution: Madagascar, La Réunion",NA,Gleicheniaceae (R. Br.) C. Presl,8fd889d9655825e3392cf3e7d18703f8,NA,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Sticherus C. Presl,genus,accepted,Tent. Pterid. 51 (1836),"Distribution: Pantropical / austral, mostly in the Neotropics (55), few in Africa / Madagascar. Revision for Neotropics: Gonzales & Kessler (2011)",NA,Gleicheniaceae (R. Br.) C. Presl,f538313fcfe1c42b77d76ad8b3411347,NA,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Dicranopteris Underw.,genus,synonym,"Bull. Torrey Bot. Club 34: 249 (1907) (p. p., non Bernh.)",NA,Sticherus C. Presl,Gleicheniaceae (R. Br.) C. Presl,6d443d958ec2bc9b80c162bab99d51da,f538313fcfe1c42b77d76ad8b3411347,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Mertensia Willd.,genus,ambiguous synonym,"Kongl. Vetensk. Acad. Handl. 25: 163 (1804) (p. p., non Roth (1797))",NA,Sticherus C. Presl,Gleicheniaceae (R. Br.) C. Presl,0675f80f854c02037d615e11eb5b5faa,f538313fcfe1c42b77d76ad8b3411347,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Stromatopteris Mett.,genus,accepted,"Ann. Sci. Nat., Bot., sér. IV, 15: 84 (1861)",Distribution: New Caledonia,NA,Gleicheniaceae (R. Br.) C. Presl,664a10d3c36243aba814a4859ece8719,NA,b75c78efb0e50e06f9d0a8bfa5732f96,NA,NA,NA
Matoniaceae C. Presl,family,accepted,Gefässb. Stipes Farrnkr. 32 (1847),"2 genera, 4 spp.",NA,Gleicheniales Schimp.,50e75552da0f1086fcaee91d6eaa2132,NA,1d7bb32d2d1572c7196fc074cae67847,NA,NA,NA
Matonia R. Br.,genus,accepted,"Wall., Pl. As. Rar. 1: 16 (1829)",Distribution: Malesia,NA,Matoniaceae C. Presl,c28cf02b03c3b4f24ad887c9fb0ed340,NA,50e75552da0f1086fcaee91d6eaa2132,NA,NA,NA
Prionopteris Wall.,genus,synonym,"Numer. List no. 184 (1829), nomen",NA,Matonia R. Br.,Matoniaceae C. Presl,8532e892d3beddbd023a0323a2733722,c28cf02b03c3b4f24ad887c9fb0ed340,50e75552da0f1086fcaee91d6eaa2132,NA,NA,NA
Phanerosorus Copel.,genus,accepted,Philipp. J. Sci. 3C: 344 (1905),Distribution: E-Malesia,NA,Matoniaceae C. Presl,d2dcfaf36a8d33115ea62f0daafb7002,NA,50e75552da0f1086fcaee91d6eaa2132,NA,NA,NA
Schizaeales Schimp.,order,accepted,Traité Paléont. Vég. 1: 674 (1869),NA,NA,NA,2267e8e55f902954d98b0efaba2a7bd6,NA,NA,NA,NA,NA
Anemiaceae Link,family,accepted,Fil. Spec. 23 (1841),"1 genus, 118 spp.",NA,Schizaeales Schimp.,3c386d469eadbca234fae5a804bbdcbf,NA,2267e8e55f902954d98b0efaba2a7bd6,NA,NA,NA
Mohriaceae (C. Presl) C. F. Reed,family,synonym,"Bol. Soc. Broter. Ser. 2, 21: 168 (1948)",NA,Anemiaceae Link,Schizaeales Schimp.,e8826780d19052a414f2c7049bfe4a4a,3c386d469eadbca234fae5a804bbdcbf,2267e8e55f902954d98b0efaba2a7bd6,NA,NA,NA
Anemia Sw.,genus,accepted,"Syn. Fil. 6: 155 (1806), nom. cons.","Distribution: Mostly neotropical (61 spp. Brazil, ca. 20 Mexico), 17 Africa/Madagascar, 1 extending to peninsular India. Revision: Mickel (2016)",NA,Anemiaceae Link,0622bc9fbd424a0b2ebecbda9da72d30,NA,3c386d469eadbca234fae5a804bbdcbf,NA,NA,NA
Aneimiaebotrys Fée,genus,synonym,Crypt. Vasc. Brésil 1: 267 (1869),NA,Anemia Sw.,Anemiaceae Link,f745af75cf38b82d51cdaafbf5578f2f,0622bc9fbd424a0b2ebecbda9da72d30,3c386d469eadbca234fae5a804bbdcbf,NA,NA,NA
Anemidictyon J. Sm.,genus,synonym,"Hook. & Baker, Gen. Fil. t. 103 (1842)",NA,Anemia Sw.,Anemiaceae Link,bcd4c0164cad9a6b1e798f3ef1f4e362,0622bc9fbd424a0b2ebecbda9da72d30,3c386d469eadbca234fae5a804bbdcbf,NA,NA,NA
Anemirhiza J. Sm.,genus,synonym,"Seem., Bot. Voy. Herald 243 (1854) (Anemiorrhiza)",NA,Anemia Sw.,Anemiaceae Link,ea198b0e435825add4f9af3c02fb908a,0622bc9fbd424a0b2ebecbda9da72d30,3c386d469eadbca234fae5a804bbdcbf,NA,NA,NA
Colina Greene,genus,synonym,Erythea 1. 247 (1893),NA,Anemia Sw.,Anemiaceae Link,1a6b5db9ea1731f6de08ec671fdac90b,0622bc9fbd424a0b2ebecbda9da72d30,3c386d469eadbca234fae5a804bbdcbf,NA,NA,NA
Coptophyllum Gardner,genus,synonym,London J. Bot. 1: 133 (1842),NA,Anemia Sw.,Anemiaceae Link,4d265c6aa6ba4f764609c4d8b5e80669,0622bc9fbd424a0b2ebecbda9da72d30,3c386d469eadbca234fae5a804bbdcbf,NA,NA,NA
Hemianemia (Prantl) C. F. Reed,genus,synonym,"Bol. Soc. Broter. Ser. 2, 21: 154 (1947)",NA,Anemia Sw.,Anemiaceae Link,8bbbcbf0c72d9248150792b81205e521,0622bc9fbd424a0b2ebecbda9da72d30,3c386d469eadbca234fae5a804bbdcbf,NA,NA,NA
Mohria Sw.,genus,synonym,"Syn. Fil. 6, 159 (1806)",NA,Anemia Sw.,Anemiaceae Link,86c126790948bb8d688913ef580deca4,0622bc9fbd424a0b2ebecbda9da72d30,3c386d469eadbca234fae5a804bbdcbf,NA,NA,NA
Ornithopteris Bernh.,genus,synonym,"Schrad., Neu. J. Bot. 1(2): 40 (1806)",NA,Anemia Sw.,Anemiaceae Link,c9d14bdce0a6fdba263743c71e0e4b1c,0622bc9fbd424a0b2ebecbda9da72d30,3c386d469eadbca234fae5a804bbdcbf,NA,NA,NA
Spathopteris C. Presl,genus,synonym,Suppl. Tent. Pterid. 95 (1845),NA,Anemia Sw.,Anemiaceae Link,1edde70c118838448da497c4153d9bea,0622bc9fbd424a0b2ebecbda9da72d30,3c386d469eadbca234fae5a804bbdcbf,NA,NA,NA
Trochopteris Gardner,genus,synonym,Lond. J. Bot. 1: 74 (1842),NA,Anemia Sw.,Anemiaceae Link,e91a06d7abe9bee001f926c2513a2447,0622bc9fbd424a0b2ebecbda9da72d30,3c386d469eadbca234fae5a804bbdcbf,NA,NA,NA
Lygodiaceae M. Roem.,family,accepted,Handb. Allg. Bot. 3: 520 (1840) (Lygodieae),"1 genus, 29 spp.",NA,Schizaeales Schimp.,e59b99fa1377b2ef50be07830943850d,NA,2267e8e55f902954d98b0efaba2a7bd6,NA,NA,NA
Lygodium Sw.,genus,accepted,"J. Bot. (Schrader) 1800(2): 7, 106 (1801) nom. cons.","Distribution: Tropics and south-temperate worldwide, mostly Malesia, trop. America (7), temperate America (1)",NA,Lygodiaceae M. Roem.,e9eaeb8c2870a4385e7df9605884b972,NA,e59b99fa1377b2ef50be07830943850d,NA,NA,NA
Arthrolygodes C. Presl,genus,synonym,Suppl. Tent. Pterid. 101 (1845),NA,Lygodium Sw.,Lygodiaceae M. Roem.,380fe8f30de43c8310711c6935272ef8,e9eaeb8c2870a4385e7df9605884b972,e59b99fa1377b2ef50be07830943850d,NA,NA,NA
Cteisium Michx.,genus,synonym,Fl. bor. Amer. 2: 275 (1803),NA,Lygodium Sw.,Lygodiaceae M. Roem.,1b794fa015b300ec12233de05becd175,e9eaeb8c2870a4385e7df9605884b972,e59b99fa1377b2ef50be07830943850d,NA,NA,NA
Gisopteris Bernh.,genus,synonym,J. Bot. (Schrader) 1800(2): 127 (1801),NA,Lygodium Sw.,Lygodiaceae M. Roem.,f7e35d94aa7ea9d681057a73c774f396,e9eaeb8c2870a4385e7df9605884b972,e59b99fa1377b2ef50be07830943850d,NA,NA,NA
Hugona Cav. ex Roem.,genus,synonym,"Arch. Bot. (Leipzig) 2(3): 486 (1801), nom. superfl.",NA,Lygodium Sw.,Lygodiaceae M. Roem.,631795e756b8e720c594498a69dae22d,e9eaeb8c2870a4385e7df9605884b972,e59b99fa1377b2ef50be07830943850d,NA,NA,NA
Hydroglossum Willd.,genus,synonym,"Abh. Kurf. Mainz. Ak. Wiss. Erfurt 2, pt. 4: 13, 20 (1802)",NA,Lygodium Sw.,Lygodiaceae M. Roem.,43ef08dad5ec35fed64fcbc1f3299d4e,e9eaeb8c2870a4385e7df9605884b972,e59b99fa1377b2ef50be07830943850d,NA,NA,NA
Lygodictyon J. Sm.,genus,synonym,"Hook. & Baker, Gen. Fil. (1842)",NA,Lygodium Sw.,Lygodiaceae M. Roem.,b1de6b7dd996cc311701ad221c9fe3b8,e9eaeb8c2870a4385e7df9605884b972,e59b99fa1377b2ef50be07830943850d,NA,NA,NA
Odontopteris Bernh.,genus,synonym,"J. Bot. (Schrader) 1800(2): 127, t. 2, f. 4 (1801)",NA,Lygodium Sw.,Lygodiaceae M. Roem.,c32416be56b2615822a608812b7da50f,e9eaeb8c2870a4385e7df9605884b972,e59b99fa1377b2ef50be07830943850d,NA,NA,NA
Ramondia Mirb.,genus,synonym,"Bull. Sci. Soc. Philom. Paris 2: 179 (1801), nom. rej.",NA,Lygodium Sw.,Lygodiaceae M. Roem.,bf32ea6bf7e045e6acd56e7732b55f7b,e9eaeb8c2870a4385e7df9605884b972,e59b99fa1377b2ef50be07830943850d,NA,NA,NA
Ugena Cav.,genus,synonym,Icon. 6: 73 (1801),NA,Lygodium Sw.,Lygodiaceae M. Roem.,4bb55241d36906f12f69437102c83e06,e9eaeb8c2870a4385e7df9605884b972,e59b99fa1377b2ef50be07830943850d,NA,NA,NA
Vallifilix Thouars,genus,synonym,"Gen. Nov. Madagasc.: 1 (1809), nom. superfl.",NA,Lygodium Sw.,Lygodiaceae M. Roem.,4c5c736f32ca7cd2bd529661f6161d08,e9eaeb8c2870a4385e7df9605884b972,e59b99fa1377b2ef50be07830943850d,NA,NA,NA
Schizaeaceae Kaulf.,family,accepted,Wes. d. Farrnkr. 119 (1827),"3(-4) genera, 35 - 40 spp. Phylogeny: Ke et al. (2022)",NA,Schizaeales Schimp.,cfed9c9da1a825610d1824003cc959fe,NA,2267e8e55f902954d98b0efaba2a7bd6,NA,NA,NA
Actinostachys R. Br. ex Hook. & Baker,genus,accepted,"Gen. Fil., t. 111 (1842)","Distribution: Tropics, many endemics in New Caledonia",NA,Schizaeaceae Kaulf.,0fb71fb063a8a4e586b45472bca5fb45,NA,cfed9c9da1a825610d1824003cc959fe,NA,NA,NA
Actinostachys R. Br. ex Wall.,genus,synonym,"Numer. List no. 1 (1829), nomen",NA,Actinostachys R. Br. ex Hook. & Baker,Schizaeaceae Kaulf.,5bdfd52cf02f2d7c5fc98effff543050,0fb71fb063a8a4e586b45472bca5fb45,cfed9c9da1a825610d1824003cc959fe,NA,NA,NA
Schizaea subgen. Actinostachys (Wall.) J. W. Sturm,genus,synonym,"Mart., Fl. Bras. 1(2): 179 (1859)",NA,Actinostachys R. Br. ex Hook. & Baker,Schizaeaceae Kaulf.,bac69cb9ae286206554b2c0826fc06e1,0fb71fb063a8a4e586b45472bca5fb45,cfed9c9da1a825610d1824003cc959fe,NA,NA,NA
Microschizaea C. F. Reed,genus,accepted,"Bol. Soc. Broter. Ser. 2, 21: 133 (1948)","Distribution: Malesia, Australia, New Zealand, Pacific, 1 trop. and South Africa, 1 subantarctic and S-South America. The genus should be recognized fide Ke et al. 2022.",NA,Schizaeaceae Kaulf.,8641793de5afb204edff496a9cb28890,NA,cfed9c9da1a825610d1824003cc959fe,NA,NA,NA
Schizaea Sm.,genus,accepted,"Mém. Acad. Turin 5: 419 (1793), nom. cons.","Distribution: Tropical America, E-USA, Chile/Falkland Isl., tropical Old World, Pacific (several New Caledonia), Australia, New Zealand (3). Schizaea pusilla probably belongs in a separate genus (Ke et al. 2022)",NA,Schizaeaceae Kaulf.,4d0e5f1ad378a31a7aee6ff7d9594c3c,NA,cfed9c9da1a825610d1824003cc959fe,NA,NA,NA
Lophidium Rich.,genus,synonym,Act. Soc. Hist. Nat. Paris 11 (1792),NA,Schizaea Sm.,Schizaeaceae Kaulf.,cf5ae8b715015b15f907f320e6ce8dc6,4d0e5f1ad378a31a7aee6ff7d9594c3c,cfed9c9da1a825610d1824003cc959fe,NA,NA,NA
Ripidium Bernh.,genus,synonym,J. Bot. (Schrader) 1800(2): 127 (1801),NA,Schizaea Sm.,Schizaeaceae Kaulf.,348df4d8f7c824954308ccc2f313f6a3,4d0e5f1ad378a31a7aee6ff7d9594c3c,cfed9c9da1a825610d1824003cc959fe,NA,NA,NA
Salviniales Bartl.,order,accepted,"Mart., Consp. Regn. Veg.: 4 (1835)",NA,NA,NA,d6925a1fd5d9a2b6ec52865c0b47b3e3,NA,NA,NA,NA,NA
Marsileales Bartl.,order,synonym,"Martius, Consp. Regni Veg. 4 (1835) (Marsileaceae) (Order)",NA,Salviniales Bartl.,NA,3328d897fc0d83891504ef73a7cf1225,d6925a1fd5d9a2b6ec52865c0b47b3e3,NA,NA,NA,NA
Marsileopsida Trevis.,order,synonym,Bull. Soc. Roy. Bot. Belg. 16: 5 (1877) (Marsigliales) (Class),NA,Salviniales Bartl.,NA,ec9b4bf28b670e6e20f70a210c9e1691,d6925a1fd5d9a2b6ec52865c0b47b3e3,NA,NA,NA,NA
Pilulariales Bercht. & J. Presl,order,synonym,Prir. Rostlin. 1: 272 (1820) (Pilulariae) (Order),NA,Salviniales Bartl.,NA,c3c1ebe949f047f6655a42fcf663349b,d6925a1fd5d9a2b6ec52865c0b47b3e3,NA,NA,NA,NA
Salviniopsida Kamelin & Shmakov,order,synonym,"Kamelin, Fl. Altaia: 253 (2005) (Class)",NA,Salviniales Bartl.,NA,c171a9c9788025e879c3c57911215a01,d6925a1fd5d9a2b6ec52865c0b47b3e3,NA,NA,NA,NA
Marsileaceae Mirb.,family,accepted,Hist. Nat. Veg. (Lam. & Mirb.) 5: 126 (1802),"3 genera, ca. 55 spp.",NA,Salviniales Bartl.,6f16598f1f43b89585236e464b125790,NA,d6925a1fd5d9a2b6ec52865c0b47b3e3,NA,NA,NA
Pilulariaceae Bercht. & J. Presl,family,synonym,Prir. Rostlin 1: 272 (1820),NA,Marsileaceae Mirb.,Salviniales Bartl.,1d42631b252a0b71d02c325ed9c77590,6f16598f1f43b89585236e464b125790,d6925a1fd5d9a2b6ec52865c0b47b3e3,NA,NA,NA
Pilulariaceae Mirb. ex DC.,family,synonym,Essai Propr. Méd. Pl. 48 (1804) (Pilulariae),NA,Marsileaceae Mirb.,Salviniales Bartl.,71b1b9d607b683da14f57c99d46fccdf,6f16598f1f43b89585236e464b125790,d6925a1fd5d9a2b6ec52865c0b47b3e3,NA,NA,NA
Marsilea L.,genus,accepted,Sp. Pl. 2: 1097 (1753),"Distribution: Worldwide, mostly tropics and subtropics, many in Africa",NA,Marsileaceae Mirb.,47de40fa19123b41ac9c323c1038d507,NA,6f16598f1f43b89585236e464b125790,NA,NA,NA
Lemma B. Juss.,genus,synonym,"Juss., Gen. Pl. lxiii (1789)",NA,Marsilea L.,Marsileaceae Mirb.,1af64b926fdc59af59e85cd527db3403,47de40fa19123b41ac9c323c1038d507,6f16598f1f43b89585236e464b125790,NA,NA,NA
Spheroidia Dulac,genus,synonym,Fl. Hautes-Pyrénées: 39 (1867),NA,Marsilea L.,Marsileaceae Mirb.,69a298cbe2fcac77018d472d41065ceb,47de40fa19123b41ac9c323c1038d507,6f16598f1f43b89585236e464b125790,NA,NA,NA
Zalusianskya Kuntze,genus,synonym,"Revis. Gen. Pl. 2: 822 (1891), nom. illeg., non Zaluzianskya F. W. Schmidt 1793 (Scrophulariaceae)",NA,Marsilea L.,Marsileaceae Mirb.,9c668f0ca10224160103f7663fcca062,47de40fa19123b41ac9c323c1038d507,6f16598f1f43b89585236e464b125790,NA,NA,NA
Zaluzianskia Neck.,genus,synonym,"Hist. & Commentat. Acad. Elect. Sci. Theod.-Palat. 3: 303 (1775), nom. inval.",NA,Marsilea L.,Marsileaceae Mirb.,12fbc1cd9234e407f836c2aa5d170edf,47de40fa19123b41ac9c323c1038d507,6f16598f1f43b89585236e464b125790,NA,NA,NA
Pilularia L.,genus,accepted,Sp. Pl. 2: 1100 (1753),"Distribution: North-temperate, western and southern South America, New Zealand, Australia, South Africa (2)",NA,Marsileaceae Mirb.,b3a068c7105632984a63a579cfda2eab,NA,6f16598f1f43b89585236e464b125790,NA,NA,NA
Calamistrum (L.) Kuntze,genus,synonym,Revis. Gen. Pl. 2: 822 (1891) (nom. superfl.),NA,Pilularia L.,Marsileaceae Mirb.,f08c24dd1eb12bdf0f2842d308242560,b3a068c7105632984a63a579cfda2eab,6f16598f1f43b89585236e464b125790,NA,NA,NA
Regnellidium Lindm.,genus,accepted,Ark. för. Bot. 3(6): 2 (1904),Distribution: Temperate South America,NA,Marsileaceae Mirb.,6c6305f2637a62dc47b1fc50696fd85d,NA,6f16598f1f43b89585236e464b125790,NA,NA,NA
Salviniaceae Rchb.,family,accepted,Tekhno-Bot. Slovar: 559 (1820) (Salviniae),"2 genera, 16-17 spp.",NA,Salviniales Bartl.,4381cfabd2b96bc25d5be8d0ba2ffeb4,NA,d6925a1fd5d9a2b6ec52865c0b47b3e3,NA,NA,NA
Azollaceae Wettst.,family,synonym,Handb. Syst. Bot. 2: 77 (1903),NA,Salviniaceae Rchb.,Salviniales Bartl.,6e97ba523b26e20faa08e589fe23ab2e,4381cfabd2b96bc25d5be8d0ba2ffeb4,d6925a1fd5d9a2b6ec52865c0b47b3e3,NA,NA,NA
Azolla Lam.,genus,accepted,Encycl. 1: 3 (1783),"Distribution: Worldwide, mostly tropical",NA,Salviniaceae Rchb.,6a60d9eada7a69e1d86f37621123aeee,NA,4381cfabd2b96bc25d5be8d0ba2ffeb4,NA,NA,NA
Carpanthus Raf.,genus,synonym,"Med. Repos., ser. 2, 5: 357 (1808)",NA,Azolla Lam.,Salviniaceae Rchb.,c473982ac6937d5049ae801137b505db,6a60d9eada7a69e1d86f37621123aeee,4381cfabd2b96bc25d5be8d0ba2ffeb4,NA,NA,NA
Rhizosperma Meyen,genus,synonym,Reise Erde 1: 337 (1834),NA,Azolla Lam.,Salviniaceae Rchb.,5e58811fc044bf4ce3b8f6d1f6cfa024,6a60d9eada7a69e1d86f37621123aeee,4381cfabd2b96bc25d5be8d0ba2ffeb4,NA,NA,NA
Salvinia Ség.,genus,accepted,Pl. Veron. 3: 52 (1754),"Distribution: Old World (3, except SE-Asia/Australia), New World (7-9) north to USA",NA,Salviniaceae Rchb.,242007475cd4f7f6f9542cc2cb35f33b,NA,4381cfabd2b96bc25d5be8d0ba2ffeb4,NA,NA,NA
Cyatheales A. B. Frank,order,accepted,"Syn. Pflanzenkd. (Leunis) ed. 2, 3: 1452, 1456 (1877) (Cyatheaceae)",NA,NA,NA,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA,NA,NA
Cyatheopsida Doweld,order,synonym,Tent. Syst. Pl. Vasc. xii (2001) (Class),NA,Cyatheales A. B. Frank,NA,12f173ee0dce49a030a5fb0d68ba89e3,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA,NA
Dicksoniales Pic. Serm. ex Reveal,order,synonym,Phytologia 74: 175 (1993) (Order),NA,Cyatheales A. B. Frank,NA,99cf3cfa4b01de93ee4424bacdf3c923,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA,NA
Hymenophyllopsida Doweld,order,synonym,Tent. Syst. Pl. Vasc. ix (2001) (Class),NA,Cyatheales A. B. Frank,NA,4f0b1a41a28039d36912ca4801ed5334,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA,NA
Hymenophyllopsidales Pic. Serm. ex Reveal,order,synonym,Phytologia 74: 175 (1993) (Order),NA,Cyatheales A. B. Frank,NA,c1c15d5474c0c9643ef723209c75486e,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA,NA
Loxsomatales Pic. Serm. ex Reveal,order,synonym,Phytologia 74: 175 (1993) (Order),NA,Cyatheales A. B. Frank,NA,3823444f8f52a65ee57d9dcebfbb0554,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA,NA
Metaxyales Doweld,order,synonym,Tent. Syst. Pl. Vasc. xii (2001) (Order),NA,Cyatheales A. B. Frank,NA,f5bc2f1227f7f7ce154c0e49f2641bda,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA,NA
Plagiogyriales Pic. Serm. ex Reveal,order,synonym,Phytologia 74: 176 (1993) (Order),NA,Cyatheales A. B. Frank,NA,1b1935c6d99bd4bee35376319bdb530a,720e2c42c9cdea2a55840d6447d721e6,NA,NA,NA,NA
