scientificName,taxonRank,taxonomicStatus,namePublishedIn,taxonRemarks,acceptedNameUsage,parentNameUsage,taxonID,acceptedNameUsageID,parentNameUsageID,modified,modifiedBy,modifiedByID
Taeniopsis J. Sm.,genus,synonym,J. Bot. (Hook.) 4: 67 (1841) (nom. superfl.),NA,Vittaria Sm.,"Vittarioideae (C. Presl) Crabbe, Jermy & Mickel",19a4144cb9a7b1b50fd176016ee946f8,17eea255c8099e63cd632c811cdef671,da0e3968da77a3ecf0dadeeedad5dfc2,NA,NA,NA
Taeniopteris Hook.,genus,synonym,"Gen. Fil. text., t. 76B (1842)",NA,Vittaria Sm.,"Vittarioideae (C. Presl) Crabbe, Jermy & Mickel",8d5948d6b2774f9d32f48f84f721bfbd,17eea255c8099e63cd632c811cdef671,da0e3968da77a3ecf0dadeeedad5dfc2,NA,NA,NA
Rhachidosoraceae X. C. Zhang,family,accepted,Phytotaxa 19: 16 (2011),"1 genus, 8 spp. Family status confirmed by Rothfels et al. (2012). According to Fraser-Jenkins et al. (2018) it should be included in Woodsiaceae s. lat.",NA,Polypodiales Link,3e71db5087e12d3c323ae19dac641b17,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Rhachidosoroideae M. L. Wang & Y. T. Hsieh,family,synonym,"Acta Phytotax. Sin. 42(6): 527 (2004), Subfamily",NA,Rhachidosoraceae X. C. Zhang,Polypodiales Link,88b172223d83afd01a94e5dd3260235e,3e71db5087e12d3c323ae19dac641b17,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Rhachidosorus Ching,genus,accepted,Acta Phytotax. Sin. 9: 73 (1964),"Distribution: E-Asia, tropical Asia",NA,Rhachidosoraceae X. C. Zhang,8551484c76d6528f061d6403a29ab1af,NA,3e71db5087e12d3c323ae19dac641b17,NA,NA,NA
Saccolomataceae Doweld,family,accepted,"Doweld & Reveal, Phytologia 90: 417 (2008)","1-2 genera, 21 spp.",NA,Polypodiales Link,a9996f8f680e11c41dc89b893ffdd139,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Orthiopteris Copel.,genus,accepted,Bull. Bernice P. Bishop Mus. 59: 14 (1929),"Distribution: Tropical Asia and W-Pacific (8), 1 Madagascar. Revision: Luong et al. 2015. Frequently included in Saccoloma s. lat.",NA,Saccolomataceae Doweld,562be757ea63d5eda4432bbaafca52c3,NA,a9996f8f680e11c41dc89b893ffdd139,NA,NA,NA
Ithycaulon Copel.,genus,synonym,Univ. Calif. Publ. Bot. 16: 79 (1929),NA,Orthiopteris Copel.,Saccolomataceae Doweld,aa5e9b8af7cf43092118d3ca86dd775b,562be757ea63d5eda4432bbaafca52c3,a9996f8f680e11c41dc89b893ffdd139,NA,NA,NA
Neuropteris Desv.,genus,synonym,Mem. Linn. Soc. Paris 6: 292 (1827),NA,Orthiopteris Copel.,Saccolomataceae Doweld,297f8e5320faced0786d3e6defb3adde,562be757ea63d5eda4432bbaafca52c3,a9996f8f680e11c41dc89b893ffdd139,NA,NA,NA
Parasaccoloma Keyserl.,genus,synonym,Polyp. Herb. Bunge 4 (1873),NA,Orthiopteris Copel.,Saccolomataceae Doweld,34862aa8346fc1f4135885a9927cd064,562be757ea63d5eda4432bbaafca52c3,a9996f8f680e11c41dc89b893ffdd139,NA,NA,NA
Saccoloma Kaulf.,genus,accepted,Berl. Jahrb. Pharm. 1820: 51 (1820),Distribution: Neotropical,NA,Saccolomataceae Doweld,ecd9622436d2d2fa2460ce2f4478593b,NA,a9996f8f680e11c41dc89b893ffdd139,NA,NA,NA
Tectariaceae Panigrahi,family,accepted,J. Orissa Bot. Soc. 8(1): 41 (1986),"8 genera, ca. 330 spp. Family circumscription following Wang et al. (2014) and Zhang et al. (2016).",NA,Polypodiales Link,6256be78067eaa37a90ef17916399035,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
"Arthropteridaceae H. M. Liu, Hovenkamp & H. Schneid.",family,synonym,Taxon 62(4): 697 (2013),NA,Tectariaceae Panigrahi,Polypodiales Link,121f898d0e74a9612568ed995eb95251,6256be78067eaa37a90ef17916399035,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Dictyoxiphiaceae Ching,family,synonym,"Sunyatsenia 5: 218 (1940), nom. nud.",NA,Tectariaceae Panigrahi,Polypodiales Link,7c13dd3dc4331592845c76abcc31869d,6256be78067eaa37a90ef17916399035,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
"Pteridryaceae Li Bing Zhang, X. M. Zhou, Liang Zhang & N. T. Lu",family,synonym,J. Syst. Evol. 56(2): 157 (2018),NA,Tectariaceae Panigrahi,Polypodiales Link,f6e6ad5b5efebc3e1bba0c65c357807b,6256be78067eaa37a90ef17916399035,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Tectariaceae Lellinger,family,synonym,"Amer. Fern J. 77(3): 102 (1987 publ. 1988), isonym",NA,Tectariaceae Panigrahi,Polypodiales Link,4f539846ed9f49b8302d588b84d9e12f,6256be78067eaa37a90ef17916399035,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Arthropteridoideae ined.,subfamily,accepted,NA,NA,NA,Tectariaceae Panigrahi,2753c209f303926327822594720f045a,NA,6256be78067eaa37a90ef17916399035,NA,NA,NA
Arthropteris J. Sm.,genus,accepted,"Hook. f., Fl. New Zeal. 2: 53 (1854)","Distribution: Paleotropical to south-temperate, mostly trop. Africa and Madagascar, 2 Malesia, 4 Australia, not in America, but 1 sp. Juan Fernandez Islands",NA,Arthropteridoideae ined.,a68c917ca992abca555da61ca5ba389f,NA,2753c209f303926327822594720f045a,NA,NA,NA
Psammiosorus C. Chr.,genus,synonym,Dansk Bot. Ark. 7: 73 (1932),NA,Arthropteris J. Sm.,Arthropteridoideae ined.,7b97e9d5216636131a265daf0bafcad4,a68c917ca992abca555da61ca5ba389f,2753c209f303926327822594720f045a,NA,NA,NA
"Pteridryoideae (Li Bing Zhang, X. M. Zhou, Liang Zhang & N. T. Liu) comb. ined.",subfamily,accepted,NA,NA,NA,Tectariaceae Panigrahi,ff96a9c387575beffae2e3d0ad75cf35,NA,6256be78067eaa37a90ef17916399035,NA,NA,NA
Draconopteris Li Bing Zhang & Liang Zhang,genus,accepted,Taxon 65(4): 723 (2016),Distribution: Trop. America,NA,"Pteridryoideae (Li Bing Zhang, X. M. Zhou, Liang Zhang & N. T. Liu) comb. ined.",c21ccf468a1693d1e64b89ac3bc0ab52,NA,ff96a9c387575beffae2e3d0ad75cf35,NA,NA,NA
Malaifilix Li Bing Zhang & Schuettp.,genus,accepted,Taxon 65(4): 724 (2016),Distribution: Malesia,NA,"Pteridryoideae (Li Bing Zhang, X. M. Zhou, Liang Zhang & N. T. Liu) comb. ined.",4f21c776731545bd310dd6e1f8f123e1,NA,ff96a9c387575beffae2e3d0ad75cf35,NA,NA,NA
Polydictyum C. Presl,genus,accepted,Abh. Königl. Böhm. Ges. Wiss. 5(6) (Epim. Bot.): 52 (1851),"Distribution: Trop. Asia, 1 SW-Pacific. Separate genus from Tectaria fide Dong et al. (2017).",NA,"Pteridryoideae (Li Bing Zhang, X. M. Zhou, Liang Zhang & N. T. Liu) comb. ined.",ef46966219299a50527cb47392883267,NA,ff96a9c387575beffae2e3d0ad75cf35,NA,NA,NA
Pteridrys C. Chr. & Ching,genus,accepted,Bull. Fan Mem. Inst. Biol. Bot. 5: 125 (1934),"Distribution: Vietnam (many), India, Sri Lanka, SE-China to Taiwan and New Guinea. Monograph: X. M. Zhou & Li Bing Zhang (2019)",NA,"Pteridryoideae (Li Bing Zhang, X. M. Zhou, Liang Zhang & N. T. Liu) comb. ined.",c518389d766216bb489f51243132c9cf,NA,ff96a9c387575beffae2e3d0ad75cf35,NA,NA,NA
Tectarioideae Holttum,subfamily,accepted,(1947),NA,NA,Tectariaceae Panigrahi,f4c50cae6b81610aed6b2f630e9602a6,NA,6256be78067eaa37a90ef17916399035,NA,NA,NA
Hypoderris R. Br.,genus,accepted,"Wall., Pl. As. Rar. 1: 16 (1830)","Distribution: Caribbean, Central America, Andes from N-Venezuela to Bolivia",NA,Tectarioideae Holttum,2ee2e637c54a5bb921760d22794e3b75,NA,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Tectaria Cav.,genus,accepted,Anal. Hist. Nat. 1: 115 (1799) sensu lato,"Distribution: Pantropical and south-temperate, America (35-40). Inclusion of many previous split genera fide Dong (2014) and Wang et al. (2014). Fraser-Jenkins et al. (2018) argue for keeping at least Heterogonium separate, and Dong et al. (2017) separate Polydictyum again.",NA,Tectarioideae Holttum,668c95893f092a19ea32cdde5277e34b,NA,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Aenigmopteris Holttum,genus,synonym,Blumea 30: 3 (1984),NA,Tectaria Cav.,Tectarioideae Holttum,05ce52f7f22722769a433395c963ccde,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Amphiblestra C. Presl,genus,synonym,Tent. Pterid. 150 (1836),NA,Tectaria Cav.,Tectarioideae Holttum,35ddfd28217132104f7fb1f108727fe5,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Aspidium Sw.,genus,synonym,"J. Bot. (Schrader) 1800(2): 4, 29 (1802) (nom. superfl.)",NA,Tectaria Cav.,Tectarioideae Holttum,0a8ab6e270e2d3312b3ec717cff41e98,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Bathmium (C. Presl) Link,genus,synonym,"Fil. Spec. 99, 114 (1841) (nom. superfl.)",NA,Tectaria Cav.,Tectarioideae Holttum,fd5d5bd929dd0406d1596b7f37206d43,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Camptodium Fée,genus,synonym,Mém. Foug. 5 (Gen. Fil.): 289 (1852),NA,Tectaria Cav.,Tectarioideae Holttum,54809d34a408e743185e3ee4966d7b35,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Cardiochlaena Fée,genus,synonym,Mém. Foug. 5 (Gen. Filic.): 314 (1852),NA,Tectaria Cav.,Tectarioideae Holttum,5256738b5986035fe062826c5c88c8e9,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Chlamydogramme Holttum,genus,synonym,Gard. Bull. Singapore 39(2): 157 (1986 publ. 1987),NA,Tectaria Cav.,Tectarioideae Holttum,3583b1a00e4d0a515d3cfd5dc69f1494,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Cionidium T. Moore,genus,synonym,Gard. Companion Florists' Guide 1852: 143 (1852),NA,Tectaria Cav.,Tectarioideae Holttum,09ea3a0c94f7981ab668c5e10049668d,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Ctenitopsis Ching ex Tardieu & Christensen,genus,synonym,Notul. Syst. (Paris) 7: 86 (1938),NA,Tectaria Cav.,Tectarioideae Holttum,7c2a36cef8d3177dd56c2b4f0d98e9f8,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Depariopsis Baker,genus,synonym,Ann. Bot. (Oxford) 5: 462 (1891),NA,Tectaria Cav.,Tectarioideae Holttum,db32b56aa96c9f5deca837701636c6bb,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Dictyoxiphium Hook.,genus,synonym,Gen. Fil. t. 62 (1840),NA,Tectaria Cav.,Tectarioideae Holttum,a12a9ed47dfe4107901ac1fe542182bc,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Dryomenis Fée,genus,synonym,Mém. Foug. 5. (Gen. Filic.) 225 (1852),NA,Tectaria Cav.,Tectarioideae Holttum,be00cd253ad0070b4c1018135ea5adeb,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Fadyenia Hook.,genus,synonym,Gen. Fil. t. 53 (1840),NA,Tectaria Cav.,Tectarioideae Holttum,e79833e0037ecc29e00bbe0a2a36ecf4,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Grammatosorus Regel,genus,synonym,"Index Seminum (LE, Petropolitanus) 1866: 75 (1867)",NA,Tectaria Cav.,Tectarioideae Holttum,c428faffc37a4edd03cfb98180f2a8be,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Hemigramma Christ,genus,synonym,"Bull. Herb. Boissier, sér, 2, 6: 1006 (1906)",NA,Tectaria Cav.,Tectarioideae Holttum,6872a1a76f0650c9f68a9ba36db0c0b7,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Heterogonium C. Presl,genus,synonym,"Abh. Königl. Böhm. Ges. Wiss., ser. 5, 6: 142 (1851)",NA,Tectaria Cav.,Tectarioideae Holttum,345b902e3206b47e57e5ca645f9d0371,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Lenda Koidz.,genus,synonym,Acta Phytotax. Geobot. 5: 142 (1936),NA,Tectaria Cav.,Tectarioideae Holttum,27d28833faec1e1a2a466abef6873c26,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Lobochlaena Fée,genus,synonym,Mém. Foug. 5 (Gen. Filic.): 315 (1852),NA,Tectaria Cav.,Tectarioideae Holttum,f2b0be439009a740d6626d73eae38268,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Luerssenia Kuhn ex Luerss.,genus,synonym,Bot. Centralbl. 11: 77 (1882),NA,Tectaria Cav.,Tectarioideae Holttum,ab09a9f2be74bc9a1f04c280c369f35b,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Melanopteris J. Sm. ms. ex Hook.,genus,synonym,"Baker, Syn. 258 (1867)",NA,Tectaria Cav.,Tectarioideae Holttum,31c69fce7be406626d7812ed6fb950d0,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Microbrochis C. Presl,genus,synonym,Abh. Königl. Böhm. Ges. Wiss. 5(6) (Epim. Bot.): 51 (1851),NA,Tectaria Cav.,Tectarioideae Holttum,b2a3b7f94a5758f8a554ee7a7ee2f85c,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Palma-Filix Adans.,genus,synonym,(1763),NA,Tectaria Cav.,Tectarioideae Holttum,53fe31bae5c353a548355fd0bdaf9c86,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Patanema J. Sm.,genus,synonym,"T. Moore, Ind. 98 (1857)",NA,Tectaria Cav.,Tectarioideae Holttum,e02c74eccabe0f091e4c154bf1d0ca36,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Phlebiogonium Fée,genus,synonym,Mém. Foug. 5 (Gen. Filic.): 314 (1852),NA,Tectaria Cav.,Tectarioideae Holttum,10ea8eb75227fdabdddc0468bc55cf42,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Podopeltis Fée,genus,synonym,Mém. Foug. 5 (Gen. Filic.): 286 (1852),NA,Tectaria Cav.,Tectarioideae Holttum,785e5d4139b995d65b3ebc33903e1c8b,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Psomiocarpa C. Presl,genus,synonym,Abh. Königl. Böhm. Ges. Wiss. 5(6) (Epim. Bot.): 161 (1851),NA,Tectaria Cav.,Tectarioideae Holttum,2d96a66875c2c038bfafb1abfa47b56e,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Quercifilix Copel.,genus,synonym,Philipp. J. Sci. 37: 408 (1928),NA,Tectaria Cav.,Tectarioideae Holttum,befe733cb5f2262ba25d47ffaab38c59,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Sagenia C. Presl,genus,synonym,Tent. Pterid. 86 (1836),NA,Tectaria Cav.,Tectarioideae Holttum,d6ac7fee9cb2e16a8a9c538802f01c27,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Stenosemia C. Presl,genus,synonym,Tent. Pterid.: 237 (1836),NA,Tectaria Cav.,Tectarioideae Holttum,fc603c35f98b64030dc1df988c9b0ccf,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Tectaridium Copel.,genus,synonym,Philipp. J. Sci. 30: 329 (1926),NA,Tectaria Cav.,Tectarioideae Holttum,7e07760c521d1544ab12ffe17b41e33f,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Trichiocarpa (Hook.) J. Sm.,genus,synonym,Cat. Kew Ferns 7 (1856) (nom. superfl.),NA,Tectaria Cav.,Tectarioideae Holttum,5316533d71352b0aa9fd8ffd40e451a6,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
xPleuroderris Maxon,genus,synonym,J. Washington Acad. Sci. 24: 550 (1934),NA,Tectaria Cav.,Tectarioideae Holttum,d6181adecc54ed756308e701e8bee724,668c95893f092a19ea32cdde5277e34b,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Triplophyllum Holttum,genus,accepted,Kew Bull. 41: 239 (1986),"Distribution: Trop. Africa and Madagascar (18), West Indies and N-South America (9)",NA,Tectarioideae Holttum,705e4955c346535654d98166adb04e6e,NA,f4c50cae6b81610aed6b2f630e9602a6,NA,NA,NA
Thelypteridaceae Ching ex Pic. Serm.,family,accepted,Webbia 24: 711 (1970),"5-34 genera (depending on genus concept), 1100-1200 spp. New genus concept adopted here from Fawcett & Smith (2021), based on molecular results.",NA,Polypodiales Link,3c73edbbe8b33cf96c74a30c39948ace,NA,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Aspidiaceae subfam. Thelypteridoideae (C. Chr.) C. F. Reed,family,synonym,Phytologia 17: 254 (1968),NA,Thelypteridaceae Ching ex Pic. Serm.,Polypodiales Link,b94346e241c971695619d7f65b5e109c,3c73edbbe8b33cf96c74a30c39948ace,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
Polypodiaceae tribe Thelypterideae C. Chr.,family,synonym,NA,NA,Thelypteridaceae Ching ex Pic. Serm.,Polypodiales Link,bc6232181545fbce3ad20f2737809c21,3c73edbbe8b33cf96c74a30c39948ace,2561a12680cffcd6a4ad9eb412408448,NA,NA,NA
"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",subfamily,accepted,J. Syst. Evol. 54(6): 594 (2016),NA,NA,Thelypteridaceae Ching ex Pic. Serm.,bbf3b41e5fcc5cc46a5774760736e84e,NA,3c73edbbe8b33cf96c74a30c39948ace,NA,NA,NA
Macrothelypteris (H. Itô) Ching,genus,accepted,Acta Phytotax. Sin. 8: 308 (1963),"Distribution: Trop/subtrop. Asia, Malesia, Queensland, Pacific, Africa",NA,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",3aac7fe64c20a576fc31f065bfd18f3a,NA,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Thelypteris sect. Macrothelypteris H. Itô,genus,synonym,"Nakai & Honda, Nov. Fl. Jap. 4: 141 (1938)",NA,Macrothelypteris (H. Itô) Ching,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",ceb0d7f6bac63651297cf6b9ef4d8414,3aac7fe64c20a576fc31f065bfd18f3a,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Thelypteris sect. Metathelypteris K. Iwats.,genus,synonym,"Mem. Coll. Sci. Univ. Kyoto, B, Biol. 31: 145 p. (1965)",NA,Macrothelypteris (H. Itô) Ching,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",7d4a9557e11af1952ee01a4e17a4189f,3aac7fe64c20a576fc31f065bfd18f3a,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Thelypteris subgen. Macrothelypteris (H. Itô) A. R. Sm.,genus,synonym,Phytologia 34: 233 (1976),NA,Macrothelypteris (H. Itô) Ching,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",37d16b78fba438ef3387665cd05e3493,3aac7fe64c20a576fc31f065bfd18f3a,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Phegopteris (C. Presl) Fée,genus,accepted,Mém. Foug. 5 (Gen. Filic.): 242 (1852),"Distribution: North-temperate Asia, Europe and North America. Species delimitation see Fujiwara et al. 2021",NA,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",a846a6dfd5b3cb0c59fe975c36bdd02b,NA,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Lastrella (H. Itô) Nakai,genus,synonym,J. Jap. Bot. 24: 8 (1949),NA,Phegopteris (C. Presl) Fée,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",ca4c3ec4d96ac331be935dbbf63bff2d,a846a6dfd5b3cb0c59fe975c36bdd02b,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Phegopteris sect. Lastrella H. Itô,genus,synonym,"Nakai & Honda, Nov. Fl. Jap. 4: 152 (1939)",NA,Phegopteris (C. Presl) Fée,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",43f237fe0bc5e02ea4708a41f31cf0cc,a846a6dfd5b3cb0c59fe975c36bdd02b,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Polypodium subgen. Phegopteris (C. Presl) C. B. Clarke,genus,synonym,"Trans. Linn. Soc. London, Bot. 1: 542 (1880)",NA,Phegopteris (C. Presl) Fée,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",ec74ee1ecb5ddceb123a570ddef8f953,a846a6dfd5b3cb0c59fe975c36bdd02b,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Polypodium subgen. Phegopteris C. Presl,genus,synonym,Tent. Pterid. 179 (1836) (p. p.),NA,Phegopteris (C. Presl) Fée,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",7d8d3f61d38b60926f649d10b896ec90,a846a6dfd5b3cb0c59fe975c36bdd02b,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Thelypteris subgen. Phegopteris (C. Presl) Ching,genus,synonym,Bull. Fan Mem. Inst. Biol. Bot. 6: 250 (1936),NA,Phegopteris (C. Presl) Fée,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",5b59c2c22e652d91d60628c2b5d0337e,a846a6dfd5b3cb0c59fe975c36bdd02b,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Thelypteris subgen. Phegopteris sect. Lastrella K. Iwats.,genus,synonym,"Mem. Coll. Sci. Univ. Kyoto, B, Biol. 31 (1964), 25: 137 (1965)",NA,Phegopteris (C. Presl) Fée,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",b1c9d8164d4c852f5c0acb55ff30b3ea,a846a6dfd5b3cb0c59fe975c36bdd02b,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Thelypteris subgen. Phegopteris sect. Phegopteris K. Iwats.,genus,synonym,"Mem. Coll. Sci. Univ. Kyoto, B, Biol. 31: 25 (1964) and sect. Lastrella (p. p.)",NA,Phegopteris (C. Presl) Fée,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",c49b2f38809fa911120fa65b5e0a19da,a846a6dfd5b3cb0c59fe975c36bdd02b,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Pseudophegopteris Ching,genus,accepted,Acta Phytotax. Sin. 8: 313 (1963),"Distribution: tropical Africa (and St. Helena, Sao Tome), Indian Ocean, S-China and Himalaya, through Malesia to Fiji and Hawaii",NA,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",bc8f575a4d4e8a9ebf3956866a4905a6,NA,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
"Toppingia O. Deg., I. Deg. & A. R. Sm.",genus,synonym,"Degener, Fl. Haw. 7: fam. 17b (1968)",NA,Pseudophegopteris Ching,"Phegopteridoideae Salino, A. R. Sm. & T. E. Almeida",907af96dfdb27d3bda1df0ed7836dbda,bc8f575a4d4e8a9ebf3956866a4905a6,bbf3b41e5fcc5cc46a5774760736e84e,NA,NA,NA
Thelypteroideae C. F. Reed,subfamily,accepted,Phytologia 17: 254 (1968),NA,NA,Thelypteridaceae Ching ex Pic. Serm.,5b100167cb6ff292a1ca5b9b8e28e4d0,NA,3c73edbbe8b33cf96c74a30c39948ace,NA,NA,NA
Abacopteris Fée,genus,accepted,"Congr. sci. de France Xme sess. 1: 178 (1843), Gen. Fil. 309 (1852)","Distribution: continental SE-Asia, Malesia, Australia, ?Africa",NA,Thelypteroideae C. F. Reed,ed89fa1c3c5b53c6d765e1bc6ec8f4b0,NA,5b100167cb6ff292a1ca5b9b8e28e4d0,NA,NA,NA
Cyclosorus subgen. Abacopteris (Fée) Panigrahi,genus,synonym,Abstr. & Souv. Nation. Symp. Curr. Trends Pterid. 4-6 October 1991: 13 (1991),NA,Abacopteris Fée,Thelypteroideae C. F. Reed,0204176eb4e51f8d69cf806d0d954b8d,ed89fa1c3c5b53c6d765e1bc6ec8f4b0,5b100167cb6ff292a1ca5b9b8e28e4d0,NA,NA,NA
Dryopteris sect. Abacopteris C. Chr.,genus,synonym,Gard. Bull. Straits Settlem. 7: 247 (1934),NA,Abacopteris Fée,Thelypteroideae C. F. Reed,93c0bf0887a9d1de2c6d67d936d9fd66,ed89fa1c3c5b53c6d765e1bc6ec8f4b0,5b100167cb6ff292a1ca5b9b8e28e4d0,NA,NA,NA
Thelypteris subgen. Abacopteris K. Iwats.,genus,synonym,"Mem. Coll. Sci. Univ. Kyoto, B, Biol. 31: 34 (1964)",NA,Abacopteris Fée,Thelypteroideae C. F. Reed,775c2b6d02049327ba40eab98f63595d,ed89fa1c3c5b53c6d765e1bc6ec8f4b0,5b100167cb6ff292a1ca5b9b8e28e4d0,NA,NA,NA
Amauropelta Kunze,genus,accepted,Farrnkr. 1: 109 (1843),"Distribution: Neotropics, few Nearctic, Pacific, trop. Africa and Indian Ocean",NA,Thelypteroideae C. F. Reed,a5ae049aca769af8448736697bf20869,NA,5b100167cb6ff292a1ca5b9b8e28e4d0,NA,NA,NA
Amauropelta subg. Parathelypteris (H. Ito) S. E. Fawc. & A. R. Sm.,genus,synonym,A generic revision of the Thelypteridaceae: 28 (2021),NA,Amauropelta Kunze,Thelypteroideae C. F. Reed,2f3860ce09495fdb697dbefb4540bd15,a5ae049aca769af8448736697bf20869,5b100167cb6ff292a1ca5b9b8e28e4d0,NA,NA,NA
Oochlamys Fée,genus,synonym,Mém. Foug. 5 (Gen. Filic.): 297 (1852),NA,Amauropelta Kunze,Thelypteroideae C. F. Reed,494d50a4013f0fae85922109982f9319,a5ae049aca769af8448736697bf20869,5b100167cb6ff292a1ca5b9b8e28e4d0,NA,NA,NA
